,X,City,City_Alter,Country,Latitude,Longitude,Country_IS,pop2015,province,province_readable,cities_r0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,X222,X223,X224,X225,X226,X227,X228,X229,X230,X231,X232,X233,X234,X235,X236,X237,X238,X239,X240,X241,X242,X243,X244,X245,X246,X247,X248,X249,X250,X251,X252,X253,X254,X255,X256,X257,X258,X259,X260,X261,X262,X263,X264,X265,X266,X267,X268,X269,X270,X271,X272,X273,X274,X275,X276,X277,X278,X279,X280,X281,X282,X283,X284,X285,X286,X287,X288,X289,X290,X291,X292,X293,X294,X295,X296,X297,X298,X299,X300,X301,X302,X303,X304,X305,X306,X307,X308,X309,X310,X311,X312,X313,X314,X315,X316,X317,X318,X319,X320,X321,X322,X323,X324,X325,X326,X327,X328,X329,X330,X331,X332,X333,X334,X335,X336,X337,X338,X339,X340,X341,X342,X343,X344,X345,X346,X347,X348,X349,X350,X351,X352,X353,X354,X355,X356,X357,X358,X359,X360,X361,X362,X363,X364,X365
Barranquilla,161,Barranquilla,NA,Colombia,10.98399607,-74.80600149,COL,1910,NA,NA,0.860811757,0.018084076,0.018008847,0.017939572,0.017876207,0.017818711,0.01776704,0.017721153,0.017681006,0.017646557,0.017617764,0.017594583,0.017576973,0.017564891,0.017558294,0.017557139,0.017561384,0.017570987,0.017585905,0.017606096,0.017631516,0.017662123,0.017697875,0.017738729,0.017784642,0.017835573,0.017891478,0.017952315,0.018018041,0.018088614,0.018163991,0.01824413,0.018328987,0.018418521,0.018512689,0.018611322,0.01871358,0.018818408,0.018924749,0.019031544,0.019137737,0.019242272,0.01934409,0.019442135,0.01953535,0.019622677,0.019703059,0.01977544,0.019838762,0.019891968,0.019934001,0.019963805,0.01998032,0.019982492,0.019969262,0.019939574,0.01989237,0.019826593,0.019741186,0.019635093,0.019507255,0.019356616,0.019182119,0.018982707,0.018757322,0.018504908,0.018224407,0.017914762,0.017575379,0.017208894,0.016819317,0.016410664,0.015986949,0.01555219,0.015110401,0.014665597,0.014221796,0.013783011,0.01335326,0.012936556,0.012536917,0.012158357,0.011804893,0.011480539,0.011189311,0.010935226,0.010722298,0.010554543,0.010435977,0.010370615,0.010362473,0.010415566,0.010533911,0.010721522,0.010982416,0.011320608,0.011740113,0.012244947,0.012839126,0.013526665,0.01431158,0.015197321,0.01618203,0.017260937,0.018429243,0.019682152,0.021014863,0.022422578,0.0239005,0.025443829,0.027047768,0.028707517,0.030418278,0.032175253,0.033973643,0.035808649,0.037675475,0.03956932,0.041485386,0.043418875,0.045364989,0.047318928,0.049275895,0.051231092,0.053179718,0.055116977,0.057038069,0.058938197,0.060812561,0.062656364,0.064464806,0.066233089,0.067956415,0.069629986,0.071249145,0.072811083,0.074314285,0.075757261,0.077138521,0.078456577,0.079709938,0.080897116,0.08201662,0.083066961,0.084046649,0.084954196,0.085788111,0.086546906,0.08722909,0.087833174,0.088357668,0.088801084,0.089161931,0.08943872,0.089629961,0.089734166,0.089749844,0.089675507,0.089509663,0.089250825,0.088897502,0.088448205,0.087901445,0.087255732,0.086509576,0.085661488,0.084709979,0.08365382,0.082496687,0.081246608,0.079911765,0.078500337,0.077020506,0.075480451,0.073888354,0.072252395,0.070580755,0.068881615,0.067163154,0.065433553,0.063700993,0.061973655,0.06025972,0.058567366,0.056904777,0.055280131,0.053701609,0.052177393,0.050715662,0.049324597,0.048012379,0.046787189,0.045657206,0.044630612,0.043715587,0.042920312,0.042252967,0.041721733,0.04133479,0.041100319,0.041026259,0.041113592,0.041355465,0.041744612,0.042273761,0.042935644,0.043722991,0.044628534,0.045645004,0.046765131,0.047981646,0.049287279,0.050674763,0.052136827,0.053666202,0.055255619,0.05689781,0.058585504,0.060311433,0.062068328,0.063848919,0.065645937,0.067452114,0.069260179,0.071062864,0.072852899,0.074623016,0.076365945,0.078074418,0.079741164,0.081358915,0.082920401,0.084418354,0.085845577,0.087198454,0.088478485,0.089687564,0.090827585,0.091900441,0.092908027,0.093852236,0.094734962,0.095558099,0.096323542,0.097033183,0.097688917,0.098292637,0.098846238,0.099351614,0.099810657,0.100225263,0.100597325,0.100928736,0.101221392,0.101477185,0.101698009,0.101885759,0.102042328,0.10216961,0.102269499,0.102343889,0.102394674,0.102423747,0.102433003,0.102424336,0.102399638,0.102360798,0.102309059,0.102244486,0.102167021,0.102076604,0.101973178,0.101856683,0.101727061,0.101584252,0.101428198,0.10125884,0.101076119,0.100879976,0.100670352,0.100447189,0.100210428,0.099960009,0.099695874,0.099417965,0.099126223,0.098820589,0.098501003,0.098167408,0.097819744,0.097457952,0.097081972,0.096691746,0.096287214,0.095868317,0.095434997,0.094987196,0.094524856,0.094047921,0.093556331,0.093049965,0.092528546,0.091991774,0.091439346,0.090870959,0.090286307,0.089685089,0.089066999,0.088431736,0.087779,0.087108507,0.086419976,0.085713123,0.084987666,0.08424332,0.083479802,0.082696814,0.081894011,0.081071032,0.080227521,0.079363124,0.07847749,0.077570269,0.07664114,0.075689951,0.074716612,0.07372102,0.072703065,0.071662622,0.070599556,0.069513669,0.06840424,0.067270264,0.066110784,0.064924926,0.063711871,0.062470856,0.061201252,0.059903944,0.058581005,0.057234352,0.055865699,0.054476541,0.053068146,0.051641436,0.050193311,0.048716245,0.047203231,0.045648139,0.044045757,0.042391831,0.040683204,0.038926374,0.037142388,0.035350552,0.03356648,0.031801928,0.030064635,0.028358158,0.026680843,0.025024641,0.023377426,0.02172329,0.020042411,0.018310915,0.016500738
Bucaramanga,163,Bucaramanga,NA,Colombia,7.112997018,-73.11999555,COL,1070,NA,NA,0.651906139,0.020313827,0.020419305,0.020542874,0.020684124,0.020842648,0.021018037,0.021209881,0.021417773,0.021641305,0.021880067,0.022133651,0.022401649,0.022683652,0.022979251,0.023288038,0.023609605,0.023943542,0.024289442,0.024646896,0.025015495,0.025394831,0.025784495,0.026184079,0.026593174,0.027011372,0.027438264,0.027873441,0.028316496,0.028767019,0.029224602,0.029688836,0.030159314,0.030635626,0.031117364,0.031604104,0.032095347,0.032590568,0.033089242,0.033590842,0.034094845,0.034600725,0.035107956,0.035616014,0.036124373,0.036632509,0.037139895,0.037646007,0.03815032,0.038652309,0.039151447,0.039647211,0.040139075,0.040626513,0.041109001,0.041586014,0.042057026,0.042521511,0.042978946,0.043428805,0.043870561,0.044303692,0.04472767,0.045141972,0.045546071,0.045939443,0.046321562,0.046691904,0.047049995,0.047395737,0.047729186,0.0480504,0.048359437,0.048656356,0.048941214,0.04921407,0.049474981,0.049724005,0.049961202,0.050186628,0.050400342,0.050602401,0.050792865,0.05097179,0.051139236,0.051295259,0.051439919,0.051573273,0.051695379,0.051806296,0.05190608,0.051994792,0.052072487,0.052139226,0.052195064,0.052240062,0.052274276,0.052297765,0.052310587,0.0523128,0.052304461,0.05228567,0.052256903,0.052218844,0.052172178,0.052117591,0.052055771,0.051987401,0.051913169,0.051833761,0.051749862,0.051662158,0.051571336,0.05147808,0.051383078,0.051287015,0.051190577,0.05109445,0.05099932,0.050905873,0.050814794,0.050726771,0.050642488,0.050562632,0.050487889,0.050418945,0.050356485,0.050301195,0.050253762,0.050214872,0.050185209,0.050165462,0.050156314,0.050158453,0.050172476,0.050197838,0.050233193,0.05027718,0.050328437,0.050385602,0.050447313,0.05051221,0.05057893,0.050646111,0.050712392,0.050776411,0.050836806,0.050892216,0.050941279,0.050982634,0.051014917,0.051036769,0.051046827,0.051043729,0.051026113,0.050992619,0.050941884,0.050872547,0.050783246,0.050672619,0.050539305,0.050381941,0.050199166,0.049989619,0.049751937,0.049484759,0.049186722,0.048856567,0.048494906,0.048104021,0.047686249,0.04724393,0.0467794,0.046294999,0.045793065,0.045275935,0.044745946,0.044205437,0.043656744,0.043102206,0.04254416,0.041984945,0.041426902,0.040872371,0.040323691,0.039783204,0.039253249,0.038736166,0.038234291,0.037749955,0.037285489,0.036843222,0.036425487,0.036034615,0.035672937,0.035342797,0.035046558,0.034786586,0.034565243,0.034384895,0.034247832,0.034154276,0.034102093,0.034088944,0.034112482,0.034170361,0.034260241,0.034379781,0.034526645,0.034698577,0.034893605,0.035109815,0.035345285,0.035598079,0.035866251,0.036147847,0.036440724,0.03674175,0.037047475,0.037354488,0.037659419,0.037958938,0.038249754,0.038528823,0.038794934,0.039047778,0.039286988,0.03951213,0.039722705,0.039918151,0.040097732,0.040259074,0.040398628,0.04051289,0.040600008,0.040660476,0.040695005,0.040704375,0.040690056,0.040654235,0.040599119,0.040526904,0.040439774,0.040339901,0.040229447,0.04011036,0.039984269,0.039852783,0.039717517,0.039580082,0.039442093,0.039305163,0.039171263,0.039043185,0.038923829,0.038816102,0.038722928,0.038647263,0.038592106,0.03855997,0.038551581,0.038567271,0.038607341,0.038672035,0.038761523,0.03887587,0.039015388,0.039181056,0.039372328,0.039588471,0.039828814,0.040092761,0.040379804,0.040689404,0.041020091,0.041369918,0.041736915,0.042119083,0.042514395,0.042920793,0.043336211,0.043758839,0.044187061,0.044619269,0.045053867,0.045489268,0.04592389,0.046356161,0.046784437,0.047207004,0.047622144,0.048028134,0.048423249,0.048805765,0.049173952,0.0495261,0.049860524,0.05017554,0.050469466,0.050740623,0.050987851,0.051211216,0.051410956,0.051587297,0.051740463,0.05187068,0.051978172,0.052063165,0.052125882,0.052166553,0.052185416,0.052182713,0.052158686,0.052113574,0.052047621,0.051961066,0.051854143,0.051727053,0.05157999,0.051413144,0.051226711,0.051020883,0.050795856,0.050551842,0.050289164,0.05000819,0.049709286,0.049392813,0.049059128,0.048708586,0.048341499,0.04795782,0.047557289,0.047139576,0.046704115,0.046250312,0.045777595,0.045285473,0.044774573,0.044246441,0.043702582,0.043144417,0.042573273,0.041990381,0.041396782,0.040790329,0.040165142,0.039515443,0.03883584,0.038121354,0.037367441,0.036570112,0.035733785,0.034876773,0.034017368,0.033172145,0.032355859,0.031581338,0.030859373,0.030197635,0.029599146,0.029064606,0.028592765,0.028180332,0.027821884,0.027509778
Cali,164,Cali,NA,Colombia,3.456999136,-76.52199555,COL,2380,NA,NA,0.705780088,0.035707648,0.035994456,0.036286775,0.03658441,0.036887165,0.037194848,0.037507262,0.037824214,0.03814551,0.038470954,0.038800353,0.039133511,0.039470235,0.039810329,0.0401536,0.040499853,0.040848894,0.041200527,0.041554559,0.041910795,0.042269041,0.042629102,0.042990783,0.043353891,0.04371823,0.044083607,0.044449826,0.044816694,0.045184015,0.045551596,0.045919242,0.046286758,0.04665395,0.047020623,0.047386588,0.047751678,0.048115734,0.048478597,0.048840108,0.049200109,0.049558441,0.049914945,0.050269462,0.050621833,0.050971899,0.051319502,0.051664482,0.052006682,0.052345941,0.052682102,0.053015005,0.053344491,0.053670402,0.053992579,0.054310863,0.054625095,0.054935117,0.055240769,0.055541892,0.055838328,0.056129919,0.056416504,0.056697926,0.056974025,0.057244643,0.057509621,0.057768799,0.058022004,0.058268945,0.058509287,0.058742693,0.058968825,0.059187347,0.059397921,0.05960021,0.059793878,0.059978587,0.060154001,0.060319782,0.060475594,0.060621099,0.06075596,0.060879841,0.060992404,0.061093313,0.06118223,0.061258818,0.061322741,0.061373661,0.061411241,0.061435145,0.061445035,0.061440574,0.061421426,0.061387253,0.061337718,0.061272484,0.061191215,0.061093573,0.060979221,0.060847901,0.060700086,0.060536652,0.06035848,0.060166448,0.059961438,0.059744328,0.059515999,0.059277332,0.059029205,0.058772498,0.058508093,0.058236868,0.057959703,0.057677479,0.057391075,0.057101372,0.056809248,0.056515585,0.056221262,0.055927159,0.055634156,0.055343133,0.05505497,0.054770547,0.054490743,0.054216439,0.053948514,0.053687849,0.053435324,0.053191818,0.052958211,0.052735383,0.052524115,0.052323895,0.052133307,0.051950917,0.05177529,0.051604992,0.051438588,0.051274645,0.051111727,0.050948401,0.050783232,0.050614786,0.050441628,0.050262324,0.05007544,0.049879541,0.049673193,0.049454962,0.049223412,0.048977111,0.048714623,0.048434515,0.048135351,0.047815697,0.04747412,0.047109184,0.046719455,0.0463035,0.045859883,0.04538717,0.044883927,0.04434872,0.043780113,0.043176794,0.0425397,0.041871771,0.041176015,0.040455442,0.039713059,0.038951876,0.038174902,0.037385145,0.036585613,0.035779317,0.034969264,0.034158464,0.033349924,0.032546654,0.031751663,0.030967959,0.030198551,0.029446448,0.028714658,0.028006191,0.027324055,0.026671258,0.026050811,0.02546572,0.024918996,0.024413647,0.023952681,0.023539108,0.023175936,0.022866173,0.02261283,0.022418914,0.022287347,0.022218553,0.022210143,0.022259576,0.022364314,0.022521816,0.022729544,0.022984957,0.023285516,0.023628682,0.024011915,0.024432675,0.024888424,0.02537662,0.025894725,0.0264402,0.027010504,0.027603098,0.028215442,0.028844998,0.029489225,0.030145584,0.030811535,0.031484539,0.032162056,0.032841546,0.033520471,0.03419629,0.034866465,0.035528454,0.03617972,0.036817722,0.03743992,0.038043798,0.038627947,0.03919254,0.039737873,0.040264241,0.040771939,0.041261265,0.041732512,0.042185977,0.042621956,0.043040743,0.043442634,0.043827926,0.044196913,0.044549891,0.044887157,0.045209004,0.045515729,0.045807628,0.046084996,0.046348128,0.046597321,0.04683287,0.04705507,0.047264216,0.047460606,0.047644534,0.047816295,0.047976186,0.048124502,0.048261538,0.04838759,0.048502954,0.048607925,0.048702793,0.048787838,0.04886334,0.048929576,0.048986827,0.04903537,0.049075484,0.04910745,0.049131544,0.049148047,0.049157237,0.049159394,0.049154795,0.04914372,0.049126448,0.049103257,0.049074427,0.049040237,0.049000966,0.048956891,0.048908294,0.048855451,0.048798643,0.048738147,0.048674242,0.048607208,0.048537323,0.048464865,0.048390113,0.048313348,0.048234849,0.048154894,0.048073765,0.047991681,0.047908729,0.047824973,0.047740475,0.047655299,0.047569506,0.04748316,0.047396323,0.047309057,0.047221428,0.047133509,0.047045374,0.046957097,0.046868752,0.046780413,0.046692154,0.046604043,0.046516118,0.046428411,0.046340954,0.046253777,0.046166913,0.046080395,0.045994268,0.045908682,0.045823826,0.045739888,0.045657058,0.045575521,0.045495465,0.045417044,0.04534007,0.045264153,0.045188909,0.045113987,0.045039043,0.044963737,0.044887791,0.044812021,0.044738201,0.044668126,0.044603582,0.044546346,0.044498189,0.04446078,0.044432429,0.04440724,0.044379074,0.044341818,0.044289384,0.044215697,0.044114801,0.043990496,0.043864257,0.043759368,0.043699061,0.043706535,0.043804981,0.044017593,0.044366175,0.044868772,0.045542886,0.046406119,0.047476192,0.048770974,0.050308499
Cartagena,165,Cartagena,NA,Colombia,10.41399902,-75.5340025,COL,950,NA,NA,0.790498892,0.013567198,0.013409517,0.013261474,0.013122982,0.012993952,0.012874297,0.01276393,0.012662761,0.012570704,0.012487671,0.012413573,0.012348323,0.012291834,0.012244017,0.012204784,0.012174048,0.012151721,0.012137715,0.012131942,0.012134314,0.012144744,0.012163144,0.012189426,0.012223502,0.012265284,0.012314685,0.012371616,0.012435991,0.01250772,0.012586716,0.012672892,0.01276616,0.012866431,0.012973618,0.013087525,0.013207383,0.013332236,0.013461129,0.013593106,0.013727211,0.013862489,0.013997983,0.014132738,0.014265799,0.014396208,0.014523012,0.014645253,0.014761976,0.014872226,0.014975046,0.015069481,0.015154575,0.015229373,0.015292918,0.015344254,0.015382427,0.01540648,0.015415457,0.015408404,0.015384363,0.015342379,0.015281496,0.01520076,0.015099213,0.0149759,0.014829866,0.014660154,0.014466205,0.014250223,0.014015586,0.013765679,0.013503885,0.013233589,0.012958174,0.012681025,0.012405526,0.01213506,0.011873011,0.011622764,0.011387701,0.011171208,0.010976669,0.010807466,0.010666984,0.010558608,0.01048572,0.010451706,0.010459948,0.010513832,0.01061674,0.010772057,0.010983166,0.011253453,0.0115863,0.011985092,0.012453212,0.012994045,0.013610974,0.014307384,0.015086658,0.015951598,0.01689953,0.017924784,0.019021654,0.020184439,0.021407436,0.02268494,0.02401125,0.025380662,0.026787473,0.028225979,0.029690479,0.031175269,0.032674645,0.034182905,0.035694346,0.037203264,0.038703956,0.04019072,0.041657853,0.04309965,0.04451041,0.045884429,0.047216005,0.048499433,0.049729011,0.050899036,0.052003805,0.053037614,0.053994761,0.054869543,0.055656257,0.056349198,0.056943124,0.057438747,0.057840948,0.058154694,0.058384951,0.058536685,0.058614863,0.058624451,0.058570416,0.058457723,0.05829134,0.058076232,0.057817365,0.057519707,0.057188224,0.056827881,0.056443645,0.056040483,0.055623361,0.055197246,0.054767103,0.054337898,0.0539146,0.053502172,0.053105583,0.052729799,0.052379785,0.052060508,0.051776934,0.05153403,0.051336763,0.051190098,0.051099001,0.051068229,0.051098586,0.051187365,0.05133174,0.051528882,0.051775965,0.052070161,0.052408642,0.052788581,0.05320715,0.053661522,0.05414887,0.054666366,0.055211182,0.055780491,0.056371465,0.056981277,0.0576071,0.058246106,0.058895467,0.059552356,0.060213946,0.060877409,0.061539917,0.062198643,0.06285076,0.063493439,0.064123855,0.064739178,0.065336582,0.065913239,0.066466321,0.066993001,0.06749051,0.067957743,0.068395471,0.068804565,0.069185895,0.069540332,0.069868747,0.070172011,0.070450995,0.070706568,0.070939603,0.07115097,0.071341539,0.071512181,0.071663768,0.07179717,0.071913257,0.072012901,0.072096972,0.072166341,0.072221879,0.072264456,0.072294944,0.072314213,0.072323134,0.072322577,0.072313414,0.072296515,0.072272751,0.072242993,0.072208111,0.072168976,0.07212646,0.072081435,0.072034902,0.071988045,0.071942059,0.071898143,0.071857493,0.071821307,0.07179078,0.071767111,0.071751496,0.071745132,0.071749217,0.071764946,0.071793518,0.071836129,0.071893976,0.071968257,0.072060167,0.072170905,0.072301667,0.07245365,0.072628051,0.072826067,0.073048896,0.073297733,0.073573777,0.073878224,0.074212271,0.074577116,0.074973954,0.075403984,0.075868401,0.076368404,0.076905175,0.077478572,0.078086028,0.07872472,0.079391826,0.080084523,0.080799987,0.081535395,0.082287925,0.083054752,0.083833055,0.084620009,0.085412793,0.086208582,0.087004554,0.087797885,0.088585753,0.089365335,0.090133807,0.090888347,0.091626132,0.092344338,0.093040143,0.093710723,0.094353255,0.094964915,0.095542879,0.096084325,0.096586429,0.097046368,0.09746132,0.097828464,0.098144978,0.098408044,0.09861577,0.098768444,0.098866664,0.098911021,0.098902109,0.09884052,0.098726848,0.098561684,0.098345622,0.098079259,0.097763211,0.097398093,0.096984524,0.096523118,0.096014492,0.095459261,0.094858027,0.094211333,0.093519708,0.092783682,0.092003789,0.091180564,0.090314546,0.089406306,0.08845661,0.0874663,0.086436208,0.085367153,0.08425994,0.083115363,0.081934142,0.080716381,0.079461844,0.07817019,0.076840686,0.075472567,0.074065132,0.07261784,0.071131949,0.069610126,0.068054869,0.066468435,0.064852827,0.06320978,0.061540621,0.059841876,0.05810479,0.05632121,0.05448402,0.052587193,0.050625845,0.0485964,0.046506822,0.044382472,0.042246648,0.040118238,0.038011524,0.035935978,0.033896057,0.031889982,0.029908312,0.027936725,0.025956373,0.023943732,0.021870444,0.019703162
Medellin,166,Medell̥n,Medellin,Colombia,6.240996101,-75.59199856,COL,3520,NA,NA,0.511669513,0.018195023,0.019105491,0.01997926,0.020816918,0.021619064,0.022386309,0.023119278,0.023818605,0.024484939,0.025118956,0.025721351,0.026292835,0.02683413,0.027345975,0.027829121,0.028284323,0.028712258,0.029113557,0.029488844,0.029838742,0.030163869,0.03046484,0.030742269,0.03099679,0.031229058,0.03143973,0.031629461,0.03179891,0.031948736,0.032079597,0.032192148,0.032287034,0.032364902,0.032426398,0.032472194,0.032503117,0.03252004,0.03252384,0.032515395,0.032495583,0.032465283,0.032425374,0.032376734,0.032320242,0.032256777,0.032187216,0.032112437,0.032033317,0.031950734,0.031865566,0.031778689,0.031690982,0.031603322,0.031516587,0.031431655,0.031349404,0.031270711,0.031196455,0.031127513,0.031064764,0.031009084,0.030961353,0.030922446,0.030893243,0.030874621,0.030867457,0.03087263,0.030890913,0.030922348,0.030966666,0.031023598,0.031092874,0.031174225,0.03126738,0.031372071,0.031488027,0.031614979,0.031752656,0.03190079,0.032059111,0.032227349,0.032405233,0.032592496,0.032788866,0.032994074,0.033207851,0.033429926,0.033660031,0.033897894,0.034143248,0.034395821,0.034655345,0.03492155,0.035194165,0.035472921,0.035757549,0.036047779,0.03634334,0.036643965,0.036949381,0.037259272,0.037572857,0.037889104,0.038206978,0.038525443,0.038843466,0.03916001,0.039474042,0.039784526,0.040090427,0.04039071,0.040684341,0.040970283,0.041247504,0.041514966,0.041771636,0.042016479,0.042248459,0.042466542,0.042669692,0.042856875,0.043027056,0.0431792,0.043312272,0.043425237,0.043517059,0.043586705,0.043633139,0.043655326,0.043652231,0.043622819,0.043566056,0.043480906,0.043366443,0.043223152,0.043052508,0.042856004,0.042635134,0.042391391,0.042126269,0.041841262,0.041537863,0.041217566,0.040881865,0.040532254,0.040170225,0.039797274,0.039414893,0.039024576,0.038627817,0.03822611,0.037820948,0.037413825,0.037006235,0.036599671,0.036195627,0.035795597,0.035401075,0.035013553,0.034634527,0.034265489,0.033907933,0.033563353,0.033233242,0.032919095,0.032622405,0.03234461,0.032086123,0.03184644,0.031625029,0.031421355,0.031234885,0.031065086,0.030911423,0.030773364,0.030650374,0.03054192,0.030447468,0.030366485,0.030298437,0.03024279,0.030199011,0.030166566,0.030144921,0.030133544,0.030131899,0.030139454,0.030155675,0.030180029,0.030211981,0.030250999,0.030296547,0.030348094,0.030405105,0.030467046,0.030533384,0.030603586,0.030677117,0.030753445,0.030832038,0.030912464,0.030994397,0.031077518,0.031161509,0.031246051,0.031330825,0.031415511,0.031499792,0.031583348,0.031665859,0.031747008,0.031826476,0.031903942,0.031979089,0.032051598,0.03212115,0.032187425,0.032250104,0.03230887,0.032363403,0.032413384,0.032458494,0.032498414,0.032532825,0.032561409,0.032583846,0.032599818,0.032609005,0.032611089,0.032605751,0.032592672,0.032571532,0.032542022,0.03250425,0.032458921,0.032406786,0.032348597,0.032285105,0.032217063,0.032145221,0.032070332,0.031993146,0.031914416,0.031834892,0.031755327,0.031676472,0.031599078,0.031523898,0.031451682,0.031383182,0.03131915,0.031260337,0.031207495,0.031161375,0.03112273,0.03109231,0.031070866,0.031059152,0.031057918,0.031067915,0.031089896,0.031124611,0.031172812,0.031235251,0.031312679,0.031405842,0.031514902,0.031638956,0.031776992,0.031927992,0.032090942,0.032264827,0.032448633,0.032641341,0.032841937,0.033049403,0.033262723,0.033480879,0.033702855,0.033927635,0.034154204,0.034381554,0.034608672,0.03483455,0.035058177,0.035278543,0.035494639,0.035705443,0.035909919,0.036107033,0.036295747,0.036475024,0.036643827,0.036801118,0.036945899,0.037077228,0.03719417,0.037295793,0.037381165,0.037449778,0.037502106,0.037538648,0.037559662,0.037565371,0.037555997,0.03753176,0.03749288,0.03743958,0.037371644,0.037287549,0.037185536,0.037063862,0.036920811,0.036754696,0.036563866,0.036347517,0.036108501,0.035850682,0.035577904,0.035293984,0.035002696,0.034707772,0.034412644,0.034119029,0.033827917,0.033540277,0.033257054,0.032979177,0.032707552,0.032443015,0.032185813,0.03193584,0.031692931,0.031456735,0.031226875,0.031002986,0.030784751,0.030572642,0.030367799,0.030171361,0.02998444,0.029808127,0.029643489,0.02949151,0.029350852,0.029217335,0.029086692,0.028954758,0.028817461,0.028670817,0.028510995,0.02834104,0.028176221,0.028032802,0.027926742,0.027873732,0.027889221,0.027988449,0.028185517,0.028491836,0.02891835,0.029476005,0.030175778,0.031028723,0.032046003
